,Unnamed: 0,context,question,answerA,answerB,answerC,correct
154,154,Cameron estava trabalhando para uma campanha e tentando eleger um candidato.,Por que Cameron fez isso?,Pesquisar o candidato,Queria parar os adversários,Queria ser honesto,B
155,155,Casey era um chef que preparava uma refeição para os clientes.,O que é que o Casey precisa de fazer antes disso?,Seja na TV,Seja um especialista,Faça bem o seu trabalho,B
156,156,Riley economizou cada dólar na esperança de economizar para um pagamento para comprar uma casa.,Porque é que a Riley fez isto?,fez isso para que ela tivesse um adiantamento,Fizeram isso para comprar um carro novo,fez isso para pagar cartões de crédito,A
157,157,Cameron não estava olhando e quase colocou a mão no fogão quando Kendall puxou a mão de Cameron de volta.,O que vai acontecer com Cameron?,Não se queimem,Diga a Cameron para não fazer isso.,Gritar com Cameron,A
158,158,"Remy ajudou Sasha a mudar sua vida, encontrando-lhes uma boa oportunidade de emprego.",O que Remy vai querer fazer a seguir?,Ajude Sasha a ter sucesso,Obrigado Remy por seu esforço,Prepare-se para quaisquer requisitos necessários para o novo trabalho,A
159,159,Tracy ensinou Bailey a ser um grande amigo para os outros.,Porque é que a Tracy fez isto?,Seja um pária,Como um bom pai,fit in,B
160,160,Taylor ajustou a guitarra de Sasha para que Sasha pudesse tocar para a multidão e seus fãs.,O que Taylor precisa fazer antes disso?,apoiar Sasha,Precisava ficar com raiva de Sasha,Precisava ser um fã de guitarras,A
161,161,Austin lembrou-se do nome de Tracy depois de conhecê-los em uma festa de faculdade aleatória.,O que Austin precisa fazer antes disso?,Conheça Tracy na escola,Ir para uma aula,Conheça Tracy na festa,C
162,162,Taylor ficou melhor depois que ela teve uma manicure.,Como você descreveria Taylor?,Muito desleixado,Cuidando de sua aparência,linda,C
163,163,Robin conheceu Jan para jantar assim que ele voltou para a cidade.,O que Jan vai querer fazer a seguir?,ir a um filme,Escolha um lugar para o jantar,Faça uma reserva de jantar,A
164,164,"O cão estava latindo com raiva e tinha apoiado a família em um canto, mas com uma vassoura na mão, Kendall manteve o cão na baía.",Porque é que o Kendall fez isto?,Queria proteger sua família,Leve o cão embora,distrair o cão,A
165,165,"Jan e seus amigos se sentiam lindos com vestidos novos, mas as crianças ainda zombavam deles.",Como você descreveria Jan?,de alta auto-estima,um salgueiro chorando,triste,C
166,166,"Jesse queria um novo emprego, então ele se candidatou a empregos em sua indústria.",Porque é que o Jesse fez isto?,Faça a pessoa arranjar-lhe um emprego,Espere por um telefonema,Continue vivendo sua velha vida,A
167,167,O Carson estava a ser barulhento durante o ensaio. O Kai disse ao Carson que devia ficar quieto durante o ensaio ou não podia ficar.,O que Kai vai querer fazer a seguir?,desistência,Go Practice,ir para casa,B
168,168,Riley pediu ajuda à irmã de Cameron e Cameron disse que ambos ajudariam.,Como Cameron se sentiria como resultado?,Desconhecendo o pedido,um bom amigo,Não disponível para ajudar,B
169,169,Cameron encolheu os ombros e Jan quando perguntado o que eles estavam fazendo.,O que Jan vai querer fazer a seguir?,Seja falante,descobrir,Fale sobre o que eles estão fazendo,B
170,170,"Mesmo que fossem colegas de trabalho, Tracy constantemente mandava Ash ao redor.",O que vai acontecer com Ash?,Reclamação sobre Tracy,se meteu em problemas por ser mandona,Aprenda com a orientação de Tracy,A
171,171,Lee estava em um avião e ia visitar Robin. Lee voou em direção a Robin.,Como você descreveria Lee?,Feliz por ter vindo ver Robin,Alguém que gosta de voar,empolgada para visitar Robin,C
172,172,Kenall comanda todos os outros jogadores da equipe ao redor e eles decidiram parar.,O que acontecerá com os outros?,Procure outra equipe para participar,Peça ao Kendall para treinar sua nova equipe,Criticado,A
173,173,Alex pediu remédios ao médico depois que ele saiu de suas pílulas de alergia.,O que os outros vão querer fazer a seguir?,Evite tomar medicamentos,Escreva-lhe uma prescrição,Desenvolver um novo medicamento,B
174,174,Cameron decidiu se afastar enquanto Riley olhava e os observava.,O que Cameron estaria sentindo depois?,feliz que eles poderiam ficar longe de Riley,Eles tiveram que deixar Riley tão cedo.,aliviado que eles poderiam obter uma pausa de Riley,B
175,175,"Kai vestiu suas roupas, apesar de nunca lhes perguntar se estava tudo bem.",Como você descreveria Kai?,um livro aberto,aberto e honesto,um pouco sombrio,C
176,176,Skylar comprou cartões de agradecimento para dar ao amigo deles no outro dia.,Como você descreveria o Skylar?,Gratidão,Como alguém que sabe sobre seus amigos,Orgulha-te,A
177,177,Jordan sempre pagou seus funcionários muito bem e com generosidade.,O que os funcionários vão querer fazer a seguir?,Apreciar a Jordânia,Seja um bom chefe,Peça uma promoção,A
178,178,Tracy puxou o pescoço do Carson para que ele se sentisse melhor.,Como Carson se sentiria como resultado?,caindo aos pedaços,como a colagem,loucos uns com os outros,B
179,179,Austin tentou ajudar alguns clientes que estavam sendo muito rudes com ele.,Como os outros se sentiriam como resultado?,inteligente,ptimo.,raivoso,B
180,180,Carson trouxe a colher para a boca de Taylor para que Taylor pudesse comer.,O que Carson precisa fazer antes disso?,Traga um copo,Sair da casa,Sente-se com Taylor,C
181,181,"Alex teve que fazer uma corrida rápida para o banheiro, mas voltou depois de 5 minutos.",O que Alex vai querer fazer a seguir?,Voltar para o que ela estava fazendo,ir para casa,urinar,A
182,182,Jesse publicou fotos em jornais sobre a guerra.,O que vai acontecer com Jesse?,Leia o Jornal,mostrar as fotos,ser promovido,B
183,183,"Depois de puxar um carro, Ash impediu o carro de se mover.",Por que Ash fez isso?,Acreditava-se que o motorista estava acelerando,Veja a carteira de motorista,Acreditava-se que o motorista estava comendo,A
184,184,Ash não tomou a decisão de Casey de deixar seu trabalho de ânimo leve.,Como você descreveria Ash?,especial,Ouvido,Preocupado,C
185,185,"Neste outono, Lee se mudou de Minnesota para a Flórida para a faculdade da Bíblia.",O que Lee vai querer fazer a seguir?,Visite seus amigos em Minnesota,Brincar na neve,Ir à praia pela primeira vez,C
186,186,Jordan tomou a opinião de Kai sobre o assunto que eles estavam discutindo.,O que Kai vai querer fazer a seguir?,Pergunte ao Kai sobre outros assuntos,Tomar boas decisões,encontrar mais coisas para concordar com Kai em,B
187,187,Sydney estava beijando Cameron e decidiu se afastar deles.,O que vai acontecer com Sydney?,Beijo de novo,desconfortável,smile,C
188,188,"Sasha chegou apressadamente do trabalho, a fim de chegar a tempo para a data do jantar.",O que Sasha precisa fazer antes disso?,Esperando pacientemente,Faça uma caminhada lenta até o restaurante,pressa para deixar o trabalho mais cedo,C
189,189,"Kendall sabia muito mais do que os outros, porque ela estudou muito todas as noites durante um ano.",Porque é que o Kendall fez isto?,inteligente,Continue estudando todas as noites,Preguiçosa,A
190,190,Kendall deixou Jan alto e seco e o ponto de ônibus.,O que Kendall vai querer fazer a seguir?,ficar com raiva,explicar,get vingança,B
191,191,Tracy anotou a tese para uso e a administração aprovou-a para uso.,Como Tracy se sentiria depois?,estava ansioso para compartilhá-lo com os amigos,um estudante de pós-graduação,Estava cansado e queria dormir,A
192,192,"Depois de terminar nas redes sociais, Sydney deixou Quinn muito triste.",O que vai acontecer com Quinn?,smile,seguir em frente,chorar,C
193,193,"Carson se perguntou onde ele deixou seu telefone, ele colocou as pistas juntas e se lembrou onde estava.",O que Carson vai querer fazer a seguir?,Ligar para alguém,estava saindo da casa,Armazene seu telefone,C
194,194,Skylar estava vivendo em uma alta ascensão e teve que anunciar os convidados. Skylar deu o nome do concierge Ash quando ele veio visitar.,O que a Skylar precisa fazer antes disso?,necessário para falar com o concierge,necessário para planejar uma estadia,Organizar uma reunião,A
195,195,Casey amava seu cão e teve os melhores momentos com eles. Casey levou seu cão em todos os lugares.,O que Casey vai querer fazer a seguir?,Leve seu cão para o parque,Deixe o cão fazer suas próprias coisas,Deixe o cão em casa,A
196,196,"Kai queria companhia, então ela decidiu levar Robin com ela para o stand.",O que Kai precisa fazer antes disso?,Coloque em sapatos,Pegue as chaves do carro dela,Voltar para a cama,A
197,197,A Addison mostrou à Aubrey como eles subiram a escada.,O que vai acontecer com Addison?,subir a escada,Fez más escolhas,ficar melhor,A
198,198,Lee achou o Nordeste muito frio e decidiu se mudar para a Flórida.,Como você descreveria Lee?,feliz,Alguém que gosta de clima frio,Alguém que gosta do calor,C
199,199,"Cameron havia ferido os sentimentos de seus amigos, mas com um pedido de desculpas ele corrigiu as coisas.",O que Cameron vai querer fazer a seguir?,Esquecê-lo cada vez que aconteceu,Lembre-se da lição,explodir seu amigo fora,B
200,200,"Taylor fez Tracy resistente à mudança, porque as coisas correram mal sempre que Taylor mudou as coisas.",O que Tracy vai querer fazer a seguir?,Certifique-se de que tudo permaneça o mesmo,mau,Expresse desgosto pela mudança,A
201,201,Riley foi ao shopping com Cameron para ir às compras.,O que Riley precisa fazer antes disso?,Dirigir até o shopping,Pegar Cameron,ganhar algum dinheiro,B
202,202,Ash impediu a porta de se mover para que os outros pudessem sair.,O que os outros vão querer fazer a seguir?,Os outros partirão a seguir,necessário para trancar a porta,necessário para colocar um tijolo ao lado da porta,A
203,203,"O Carson foi para a escola para que aprendessem, e o Carson sentou-se ao lado da Riley na sala de aula.",Por que Carson fez isso?,Interagir com os alunos,Desenvolva uma amizade,Desenvolva um romance,B
204,204,A Sydney fez um jantar na semana passada para dar as boas-vindas à sua nova colega de trabalho.,Como você descreveria Sydney?,Muito confortável para os outros,Encontre um novo emprego,Ainda bem que ela deu as boas-vindas ao novo colega de trabalho.,A
205,205,Outros perguntaram a Casey a pergunta da entrevista. Casey descreveu sua experiência.,O que os outros vão querer fazer a seguir?,Desenhe sobre isso,silêncio Casey,Ouça o Casey,C
206,206,Sydney terminou com Jesse depois de um tempo porque eles não tinham nada em comum.,O que vai acontecer com Jesse?,Encontre alguém novo,Obrigado Sydney,Trapaça em Sydney,A
207,207,"Riley conseguiu um emprego no banco, então eles começaram uma festa.",Porque é que a Riley fez isto?,RSVP,embebedar-se,assistir,B
208,208,Carson realmente queria comprar um novo brinquedo para doar para o abrigo das mulheres.,Como você descreveria Carson?,Uma mulher que se preocupa com brinquedos,um bom amigo para o abrigo,Um bom provedor de presentes,B
209,209,Quinn fez um teste em sua classe e obteve uma nota muito ruim porque eles não estudaram muito.,Como você descreveria Quinn?,culpado,Preguiçosa,Lamentável,B
210,210,"Carson escondeu a identidade de Taylor, mas embaçando em seu rosto e editando sua voz.",O que Taylor vai querer fazer a seguir?,Revelar sua identidade,confiar Carson,ser escondido,C
211,211,Lee colocou o telefone de Remy na gaveta durante o exame final da aula de matemática.,O que vai acontecer com Lee?,dispensar a classe e desejar-lhes um bom dia,nervoso,dar Remy seu teste de volta no final da classe,B
212,212,"A água da torneira na Jordânia é geralmente segura para beber, mas para uma curta viagem é melhor ficar com água engarrafada. Isso está prontamente disponível, mas verifique se o selo não foi quebrado. Alternativamente, você pode ferver água da torneira por 10 minutos, use comprimidos de purificação de água ou um filtro.",O que a Jordânia precisa fazer antes disso?,uma das principais causas de picada de cobra dentro de seu alcance,"Cobras na Jordânia. Existem 37 espécies de cobras, das quais 6 ou 7 são venenosas, dependendo da fonte. A víbora Palestina",com base em elementos árabes e islâmicos com influência ocidental significativa,A
213,213,A Sasha obteve uma boa pontuação no teste que fez para a aula de matemática.,Como Sasha se sentiria depois?,entediante,inteligente,estudios,B
214,214,A Bailey organizou uma casa para viver e assumiu a casa da Taylor a seguir.,O que Taylor vai querer fazer a seguir?,continuar a organizar a casa de Bailey,obter a casa de Bailey próximo,Ajude-os a organizar,C
215,215,Lee olhou para Kendall como aquela mulher fez e rapidamente se mudou para pedir-lhe para dançar.,O que vai acontecer com Kendall?,ela vai gostar dele,Faça uma pausa de dançar com Lee,Declinar a oferta de Lee para dançar juntos,A
216,216,Ash visitou um amigo que havia se mudado para a próxima cidade para a faculdade.,O que Ash vai querer fazer a seguir?,Queriam recuperar o atraso,ficar dentro de casa,Veja a cidade,A
217,217,"Kai precisava dormir para sua saúde, mas Kai continuou jogando. Remy colocou a cabeça de Kai no travesseiro.",Por que Remy fez isso?,jogar jogos no lugar de Kai,fazer Kai dormir o suficiente,Obter os cobertores,B
218,218,Aubrey viu todos os episódios de seu programa de televisão favorito.,Como você descreveria Aubrey?,leal ao show,Feliz por ver todos os episódios,muito cumpridas,A
219,219,Addison disse a outros que eles precisavam de alguma ajuda no projeto para sua aula de matemática.,Como os outros se sentiriam como resultado?,muito útil,muito triste,muito irritado,A
220,220,"Alex disse à filha de Bailey que ela era fofa, e eles tinham uma queda por eles.",Porque é que o Alex fez isto?,Veja se a filha de Alex sentiu o frio,Confesse seus sentimentos à filha de Alex,respondê-los,B
221,221,Jordan derramou seu café por toda a mesa que estava coberta de papelada.,Como Jordan se sentiria depois?,Envergonhada por ser desajeitada,Envergonhada por ser ágil,irritado e arquivar a papelada,A
222,222,Kai também gostava de comer pizza para o jantar o tempo todo.,O que Kai vai querer fazer a seguir?,Lave as mãos,Comer pizza no café da manhã,Vai buscar uma pizza.,C
223,223,Skylar disse a Robin que ela poderia jogar se ela fosse legal com os outros.,O que vai acontecer com Skylar?,Seja gentil com os outros,Sair do jogo,jogar pelas regras,A
224,224,Addison falou em seu telefone enquanto o professor estava dando a palestra e foi repreendido por seu comportamento.,O que Addison vai querer fazer a seguir?,Fale mais alto no futuro,Peça desculpas ao professor,Faça uma chamada em seu telefone,B
