,context,question,answerA,answerB,answerC,correct
219,Addison told others that they needed some help on the project for their math class.,How would Others feel as a result?,very helpful,very sad,very angry,A
220,"Alex told Bailey's daughter that she was cute, and they had a crush on them.",Why did Alex do this?,see if Alex's daughter felt the cold,confess their feelings to Alex's daughter,answer them,B
221,Jordan spilled their coffee all over the desk that was covered with paperwork.,How would Jordan feel afterwards?,embarrassed about being clumsy,embarrassed about being agile,angry and filing the paperwork,A
222,Kai also liked to eat pizza for dinner all the time.,What will Kai want to do next?,wash his hands,eat pizza for breakfast,go pick up some pizza,C
223,Skylar told Robin that she could play if she was nice to the others.,What will happen to Skylar?,be nice to others,quit the game,play by the rules,A
224,Addison talked on their phone while the lecturer was giving the lecture and was scolded for their behavior.,What will Addison want to do next?,speak louder in future,apologise to the lecturer,make a call on their phone,B
225,Aubrey gave their project presentation in front of their class and teacher.,How would you describe Aubrey?,doing well,hopeful for a good grades,doing their assignment,B
226,Addison was the manager that Aubrey wanted to be like. Aubrey worked on Addison's way up.,How would you describe Aubrey?,abusive,a doppelganger,sinister,B
227,addison saw the burger was 5 dollars and decided to buy it.,Why did Addison do this?,eat the burger,get some ketchup,taste a expensive burger,A
228,Remy presented Skylar with the appearance of friendship in order to get closer to Skylar's boyfriend.,How would you describe Remy?,a two-faced lair with no morals,a person of high moral standard,believes in loyalty and faithfulness,A
229,Tracy searched for a job in the newspaper and on the internet.,Why did Tracy do this?,have a resume,get promoted at her job,get a better job,C
230,"When he was a child, Riley made sure to bring a camera to summer camp. As he grew up, he made sure to save every photo from his time there.",How would you describe Riley?,grateful to his younger self,Sentimental,nostalgic,B
231,Sasha didn't trust anyone anymore until they made a new friend.,How would Sasha feel afterwards?,Glad they have a friend,Glad they learned about trust,tentative,A
232,Taylor was looking for a place to sit in the cafeteria and saw Riley sitting alone.,How would Riley feel as a result?,close to Taylor,badly for Taylor,embarrassed and ashamed,C
233,Alex spent no time reading their assigned book for English class but spent hours doing practice math problems.,Why did Alex do this?,improve their math grade,start reading the book,pass their English test tomorrow,A
234,Casey split hairs when they were negotiating the deal at work.,How would you describe Casey?,friendly,excited,very particular,C
235,Aubrey could not decide what to spend their time on. Aubrey changed her mind frequently.,How would Aubrey feel afterwards?,overwhelmed,sure,confident,A
236,Cameron asked Jan out to a movie and she said yes and blushed.,What does Cameron need to do before this?,go to Jan's house,loved,great,A
237,Sydney screamed bloody murder as they took the toys away while concealing the secret toy stash.,What does Sydney need to do before this?,quickly hide away toys,hide the remaining toys well,report the theft of the toys,A
238,Riley saw Cameron drive away and was ready to get some sleep.,Why did Riley do this?,see their friend away,lay in bed,talk to their friend anyway,A
239,Cameron lost his legs in the war. It has made his life harder and harder.,What will happen to Cameron?,shrug it off,be in a wheelchair for life,become depressed,B
240,Austin repelled the attackers by force when they broke into his house.,Why did Austin do this?,call the police,save his valuables,run away screaming,B
241,Robin had been friends with the others for years and decided to have them over for dinner.,What will Others want to do next?,Call their friends,eat dinner next,go swimming next,B
242,"Ash just bought a new couch for his living room. While bringing the couch in, Ash propped the door open to prevent the door from moving.",Why did Ash do this?,Pick up the couch,So the door wasn't in the way,So the door wouldn't squeak,B
243,Aubrey went to work on the cold dreary day.,What does Aubrey need to do before this?,wanted to earn money,take a shower,get lost,A
244,Jesse and Alex raised their children to have good morals.,What will Alex want to do next?,For their kids to do good,get pregnant,talk about the kids well,A
245,Robin played hardball during the negotiation for salary.,How would Robin feel afterwards?,like she had no choice,poor,dominant,C
246,Austin was out shopping for groceries when he unexpectedly bumped in Al.,What does Austin need to do before this?,Say hello,have not been expecting to run into Al,Wave to them,B
247,"Alex wanted to get ready for a date, so Alex got a manicure.",How would you describe Alex?,vain,very excited,very beautiful,A
248,Carson was going down the sidewalk when he saw a snake and took a step back.,How would you describe Carson?,a snake lover,watchful,angry,B
249,Remy was a web developer and made a lot of money on a few websites.,How would Remy feel afterwards?,proud,bored,sounds like they are gaining a good reputation at providing web development services,A
250,Skylar sung their heart out at the recital tonight.,Why did Skylar do this?,hear,needed to practice,slack off,B
251,Addison called her friends to cancel the party that next day.,What will happen to Others?,not have a party,reschedule the party,be disappointed,C
252,Robin liked a girl but she is already married.,What will happen to Robin?,have to find another girl to court,try to get a chance to be introduced to Robin,single,A
253,Ash brought Addison's favorite piazza to her house as a surprise.,What will Addison want to do next?,throw the piazza away,ask Ash if they want a drink,eat dinner with Addison,C
254,bailey was one of the best campaign managers so she was hired to take over the campaign.,What will happen to Bailey?,congratulate Bailey,improve poll numbers,Others will be proud of Bailey,B
255,"Kai told Carson they must be quiet during the rehearsal, but Carson made noise the entire time.",What will happen to Carson?,be moved into the rehearsal,be yelled at for not listening,get frustrated,B
256,Kendall ordered flowers from Robin's flower shop across town.,Why did Robin do this?,fulfill the request,get Kendall the flowers,have poor service,A
257,Carson finally left their guard down around Jan and told them how they really felt.,What will Carson want to do next?,decline Jan's date offer,apologize to Jan,ask Jan on a date,B
