,Unnamed: 0,context,question,answerA,answerB,answerC,correct
173,173,Alex solicitou o medicamento após sair de suas comprimidos alérgicos.,O que queremos?,evite tomar medicamentos,escreva-lhe uma prescrição,desenvolver uma nova medicação,B
174,174,Cameron decidiu dirigir como Riley olhou e viu-os.,O que seria Cameron se sentir depois?,feliz que pudessem afastar-se de Riley,ânimos que tiveram que sair de Riley,alívio poderiam obter uma ruptura de Riley,B
175,175,"Os Kai se vestiram em suas roupas, apesar de nunca lhes perguntarem se estava certo",Como descreveria Kai?,uma escritura aberta,aberto e honesto,um pouco de sombra,C
176,176,Skylar compra os cartões para dar aos seus amigos no outro dia.,Como descreveria o Skylar?,gratidão,Como alguém que sabe sobre seus amigos,orgulha,A
177,177,Jordan sempre pagou muito bem os seus funcionários e com generosidade.,O que os funcionários querem fazer a seguir?,apreciar Jordânia,ser um bom chefe,Pedido de promoção,A
178,178,Tracy fez uma trinca no pescoço de Carson para que ele sentisse melhor.,Como senti-lo-ia como resultado?,< < < < < < < < < ,como bonding,náusea,B
179,179,Austin tentou ajudar alguns clientes que estavam sendo muito ruidosos para ele.,Como os outros se sentiriam como resultado?,smart,boa,irritação,B
180,180,Carson trouxe a colher para a boca de Taylor para que pudesse comer.,O que é necessário para Carson diante disso?,traga um copo,despedimento,Sentado com Taylor,C
181,181,"Alex teve que fazer uma corrida rápida para o banheiro, mas voltou logo após 5 minutos.",O que queremos com Alex?,volta-se ao que ela estava fazendo,ir para casa,urinário,A
182,182,Jesse publicou fotos em revistas sobre a guerra.,O que vai acontecer com Jesse?,leia a revista,mostram as fotos,ser promovido,B
183,183,"Ash é um policial, e após a retirada de um carro, Ash impediu que o carro se",Por que o Ash fez isso?,acreditava que o condutor estava a,ver a carteira de motorista,acreditava que o motorista comeia,A
184,184,Ash não tomou a decisão de Casey de deixar o trabalho com leveza.,Como descreveria Ash?,especial,ouvido,Preocupação,C
185,185,"Nessa queda, Lee mudou de Minnesota para a Flórida para o colégio de Bíblia.",O que queremos Lee?,visitar os amigos em Minnesota,Brincar na neve,ir à praia pela primeira vez,C
186,186,Jordan tomou a opinião de Kai sobre o assunto que estava discutindo.,O que o Kai quer fazer em seguida?,Pergunte ao Kai sobre outros assuntos,tomar boas decisões,encontrar mais coisas para concordar com Kai,B
187,187,Sydney estava beijando Cameron e decidiu afastar-se deles.,O que acontecerá com Sydney?,sífilis,Pouco confortável,sorriso,C
188,188,Sasha chegou com pressa em trabalhar para estar no horário de jantar.,O que é necessário para que Sasha possa fazer antes disso?,Esperar paciente,riz deambular ao restaurante,pressa em sair de trabalho precocemente,C
189,189,Kendall conhecia muito mais que outros porque estudava muito a noite por um ano.,Por que o Kendall fez isso?,smart,manter o estudo a cada noite,preguiça,A
190,190,Kendall esquerda Jan alta e secou e o ônibus parou.,O que queremos por Kendall?,ser irritado,explicativo,arrendamento,B
191,191,Tracy anotou a tese de uso e a administração aprovou a mesma.,Como o Tracy se sentiria depois?,estava ansioso em compartilhá-lo com amigos,um aluno de graduação,estava cansado e queria dormir,A
192,192,"Após a ruptura dos meios sociais, Sydney fez com que Quinn ficasse muito triste.",O que acontecerá com Quinn?,sorriso,-,choro,C
193,193,Carson perguntou onde saiu o telefone ele colocou as pistas e lembrou onde foi.,O que queremos por Carson?,chame uma pessoa,saiu de casa,armazená-lo,C
194,194,"Skylar vivia em alto aumento e tinha que anunciar os convidados, e Skylar deu o nome",O que o Skylar precisa fazer antes disso?,Necessidade de conversar com o concierge,necessitou de uma estada,organizar uma reunião,A
195,195,"Casey adorava o cão e tinha a melhor das vezes com eles, Casey levava o",O que queremos com Casey?,leve o cão para o parque,deixe o cão fazer a sua própria coisa,deixar o cão em casa,A
196,196,Kai queria a empresa e decidiu levar Robin consigo.,O que o Kai precisa fazer antes disso?,calçado,Agarrar as chaves de carro,Voltar ao leito,A
197,197,"Addison mostrou a escalada da escada, Abrey trabalhou o caminho de Addison.",O que acontecerá com Addison?,subir a escada,fez escolhas ruins,melhor,A
198,198,Lee encontrou o Nordeste como sendo muito frio. Lee decidiu se mudar para a Flórida.,Como descreveria Lee?,feliz,náusea náusea vómitos,uma pessoa que gosta do calor,C
199,199,"Cameron dói os sentimentos dos amigos, mas com uma apologia ele põe bem as",O que queremos por Cameron?,esquecimento de tudo o que aconteceu,Lembre-se da lição,zuar o amigo,B
200,200,"Taylor fez com que Tracy se reistisse à mudança, pois as coisas eram mal sucedidas",O que queremos agora por Tracy?,esqueçam que tudo fica no mesmo local.,ruins,Expresso distância para a mudança,A
201,201,Riley foi ao mall com Cameron para fazer compras.,O que é necessário para que Riley possa fazer antes disso?,autónomo para o mall,PARKE,ganhar algum dinheiro,B
202,202,Ash impediu que a porta se movimentasse para que os outros saissem.,O que queremos?,Os outros vão sair em seguida,Necessidade de travar a porta,necessário colocar um tijolo junto à porta,A
203,203,"Carson foi para a escola para aprender, Carson sentou junto a Riley em aula",Por que o Carson fez isso?,interagem com os alunos,desenvolver uma amizade,desenvolver um romance,B
204,204,Sydney teve uma festa de jantar na semana passada para acolher sua nova co-profes,Como descreveria Sydney?,muito acomodar a outros,encontrar um novo emprego,agradeceu o novo coworker,A
205,205,"Outros perguntaram a questão da entrevista por Casey, que descreveram sua experiência.",O que queremos?,elaborar sobre a mesma,Silencia Casey,ouvi- lo a Casey,C
206,206,Sydney rompeu com Jesse após um período de tempo porque não tinha nada em comum.,O que vai acontecer com Jesse?,encontrar uma pessoa nova,agradecimentos a Sydney,cheat em Sydney,A
207,207,"Riley desembarcou um emprego na banca, então eles começaram uma festa.",Por que o Riley fez isso?,VSR,beber,-,B
208,208,Carson queria realmente comprar um novo brinquedo para doar o abrigo da mulher.,Como descreveria Carson?,uma mulher que se importa com os brinquedos,um bom amigo do abrigo,um bom fornecedor de presentes,B
209,209,Quinn fez um teste em sua classe e obteve um grau muito ruim por não estudarem.,Como descreveria Quinn?,culpa,preguiça,arrependido,B
210,210,"Carson escondia a identidade de Taylor, mas borrou a sua face e e",O que queremos por Taylor?,revelam sua identidade,confiança Carson,ser oculto,C
211,211,Lee colocou o telefone de Remy na gaveta durante o final da aula de matemática.,O que acontecerá com Lee?,despedir a classe e desejar um dia bom,nervosismo,dar-lhes o retorno dos testes ao final da aula,B
212,212,"A água de torneira na Jordânia é geralmente segura para beber, mas para uma viagem de curta",O que o Jordânia precisa fazer antes disso?,uma das principais causas de acidentes de transporte dentro de sua faixa etária,"Espécies da Jordânia. Existem 37 espécies de serpentes, das quais 6 ou 7",com base em elementos árabes e islâmicos com influência significativa do Ocidente,A
213,213,Sasha obteve um escore realmente bom na prova que levou para a aula de matemática.,Como se sentiria Sasha depois?,equivocação,intelligent,studious,B
214,214,"Bailey organizou os lares para uma vida, e Bailey assumiu o lugar de Taylor.",O que queremos por Taylor?,continuar a organizar a casa de Bailey,au au au ão casa de Bailey,Ajudar-lhes a organizar,C
215,215,Lee olhou para Kendall como aquela mulher fez e se mudou rapidamente para pedir para dançar,O que acontecerá com Kendall?,ela gosta dele,fazer uma pausa de dançar com Lee,declínio da oferta de Lee para dançar juntos,A
216,216,Ela visitou uma amiga que se mudou para a próxima cidade para o colégio.,O que queremos por Ash?,quis pegar,ficar em casa,ver a cidade,A
217,217,"Kai precisava dormir para a saúde, mas Kai mantinha brincadeiras, Remy colocava a cabeça do",Por que a Remy fez isso?,Jogo de brincadeiras em lugar de Kai,fazer com que Kai obtenha sono suficiente,obter as mantas,B
218,218,Aubrey viu todos os episódios de sua televisão preferida.,Como descreveria Aubrey?,fiel ao espetáculo,feliz em ver todos os episódios,Muito satisfeito,A
219,219,Addison informou que precisavam de algum auxílio no projeto para a aula de matemática.,Como os outros se sentiriam como resultado?,Muito útil,muito triste,Muito raiva,A
220,220,"Alex contou à filha de Bailey que era cúbica, e elas tinham uma britagem",Por que o Alex fez isso?,ver se a filha de Alex sentiu o frio,Confirme os sentimentos da filha de Alex,resposta,B
221,221,Jordan fez o café todo na carteira coberta com papel.,Como a Jordânia se sentiria depois?,vergonha de ser escleroso,vergonha de ser ágil,cólera e arquivamento do trabalho,A
222,222,Kai também gostava de comer pizza durante o jantar.,O que o Kai quer fazer em seguida?,lavar as mãos,coma pizza para o pequeno- almoço,chegue a uma pizza,C
223,223,Skylar contou a Robin que poderia brincar se fosse agradável para os outros.,O que acontecerá com o Skylar?,ser bom para outros,parar o jogo,lúdico,A
224,224,Addison falou no telefone enquanto o professor estava dando a palestra e foi espontado,O que queremos com Addison?,falar mais alto no futuro,Pedidos ao professor,Faça um telefone,B
225,225,Aubrey deu sua apresentação de projeto em frente à sua turma e à professora.,Como descreveria Aubrey?,fazendo bem,esperada para um bom grau,que efectue a sua atribuição,B
226,226,"Addison foi o gestor que Aubrey queria ser assim, Aubrey trabalhou no",Como descreveria Aubrey?,abusivo,Pedidos do recorrente,sinistro,B
227,227,addison viu o hambúrguer em 5 dólares e decidiu por comprá,Por que o Addison fez isso?,coma o bóleo,checkup,sabor um burger caro,A
228,228,Remy apresentou Skylar com o aspecto de amizade para se aproximar do namorado de Skylar.,Como descreveria a Remy?,uma régua de duas faces sem moral,uma pessoa de alto padrão moral,acredita na lealdade e na fidelidade,A
229,229,Tracy procurou um emprego no jornal e na internet.,Por que o Tracy fez isso?,ter um resumo,. . . . . . . . . ,conseguir um melhor emprego,C
230,230,"Quando era criança, Riley tinha a certeza de trazer uma câmera para o acampamento de verão,",Como descreveria Riley?,grateio por seu auto-irmão,Sentimental,nostalgico,B
231,231,Sasha não confiava mais ninguém até que fizessem um novo amigo.,Como se sentiria Sasha depois?,Glad tem uma amiga,Glad aprenderam sobre a confiança,tentativa,A
232,232,Taylor procurou um local para sentar no restaurante e viu Riley sentado sozinho.,Como seria que Riley sentisse como resultado?,próximo de Taylor,mal para Taylor,vergonha e vergonha,C
233,233,"Alex não leu o livro atribuído para a aula de inglês, mas passou horas fazendo a prática de",Por que o Alex fez isso?,melhorar o seu grau de matemática,inicia-se a leitura do livro,passar o teste em inglês para amanhã,A
234,234,Casey dividiu os cabelos quando estavam negociando o trabalho.,Como descreveria Casey?,amigos,excitação,Muito particular,C
235,235,"Aubrey não conseguiu decidir o que passar o tempo, Aubrey mudou a mente com",Como se sentiria Aubrey depois?,sobrecarregado,,Confidente,A
236,236,Cameron pediu a Jan out a um filme e ela disse sim e empurrou.,O que é necessário para Cameron diante disso?,ir para casa de Jan,amado,Muito,A
237,237,"Sydney gritou de assassinato sanguinolento ao retirar os brinquedos, mas velando a tela",O que é necessário para Sydney antes disso?,ic,encobrir os demais brinquedos,relatar o furto dos brinquedos,A
238,238,Riley viu Cameron se dirigir e estava pronto para conseguir algum sono.,Por que o Riley fez isso?,ver o amigo,deitar no leito,Fale com o seu amigo de qualquer forma,A
239,239,"Cameron perdeu as pernas na guerra, o que tornou sua vida mais difícil e mais difícil.",O que acontecerá com Cameron?,riz,estar em cadeira de rodas para a vida,"- se está a tomar uma dose superior a 2, 5 m",B
240,240,Austin repelia os atacantes pela força quando eles romperam em sua casa.,Por que o Austin?,chama a atenção da polícia,salvar seus valores,prurido,B
241,241,Robin já havia sido amigo dos outros há anos e decidiu ter o jantar.,O que queremos?,Chamar os amigos,comer jantar em seguida,ir nadar em seguida,B
242,242,"Ela só comprou um novo couch para a sala de vida, enquanto trouxe o couch,",Por que o Ash fez isso?,Pegue o sotão,Então a porta não estava na forma,Então a porta não punha a mão,B
243,243,Aubrey trabalhou no dia do banquete frio.,O que é necessário para o Aubrey?,quis ganhar dinheiro,tomar um banho,Perda de,A
244,244,Jesse e Alex elevaram seus filhos para ter boa moral.,O que queremos com Alex?,Para que os filhos façam bem,engravidar,fala bem sobre as crianças,A
245,245,Robin jogou o futebol durante a negociação de salário.,Como se sentiria Robin depois?,como ela não teve escolha,Pouco frequentes,dominante,C
246,246,Austin estava fora de compras para os mercearias quando ele estava inesperado em Al.,O que é necessário para Austin antes disso?,Azar o hello,Não se espera que a sua execução seja efectuada em Al,Wave toll,B
247,247,"Alex queria se preparar para uma data, então Alex ganhou uma manicure.",Como descrever Alex?,nã,Muito excitado,muito bonita,A
248,248,Carson estava indo para baixo na visuman e voltou.,Como descreveria Carson?,um predador de serpentes,riz,irritação,B
249,249,Remy era um desenvolvedor de web e fazia muito dinheiro em poucos sites.,Como se sentiria depois de Remy?,orgulha,prurido,sons como eles estão ganhando uma boa reputação na prestação de serviços de desenvolvimento de web,A
250,250,Skylar cantava o coração no considerando-noite.,Por que o Skylar fez isso?,ou,Necessidade de praticar,folga,B
